attack_type,target_ip,src_ip,icmp_type,icmp_code,description,pkt_count,window_start,window_end,duration_sec,pps,unique_srcs
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.089869,1778657040.089769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.093169,1778657040.093069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.096469,1778657040.096369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.099769,1778657040.099669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.103069,1778657040.102969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.106369,1778657040.106269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.109669,1778657040.109569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.112969,1778657040.112869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.116269,1778657040.116169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.119569,1778657040.119469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.122869,1778657040.122769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.126169,1778657040.126069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.129469,1778657040.129369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.132769,1778657040.132669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.136069,1778657040.135969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.139369,1778657040.139269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.142669,1778657040.142569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.145969,1778657040.145869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.149269,1778657040.149169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.152569,1778657040.152469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.155869,1778657040.155769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.159169,1778657040.159069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.162469,1778657040.162369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.165769,1778657040.165669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.169069,1778657040.168969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.172369,1778657040.172269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.175669,1778657040.175569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.178969,1778657040.178869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.182269,1778657040.182169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.185569,1778657040.185469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.188869,1778657040.188769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.192169,1778657040.192069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.195469,1778657040.195369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.198769,1778657040.198669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.202069,1778657040.201969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.205369,1778657040.205269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.208669,1778657040.208569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.211969,1778657040.211869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.215269,1778657040.215169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.218569,1778657040.218469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.221869,1778657040.221769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.225169,1778657040.225069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.228469,1778657040.228369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.231769,1778657040.231669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.235069,1778657040.234969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.238369,1778657040.238269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.241669,1778657040.241569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.244969,1778657040.244869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.248269,1778657040.248169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.251569,1778657040.251469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.254869,1778657040.254769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.258169,1778657040.258069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.261469,1778657040.261369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.264769,1778657040.264669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.268069,1778657040.267969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.271369,1778657040.271269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.274669,1778657040.274569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.277969,1778657040.277869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.281269,1778657040.281169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.284569,1778657040.284469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.287869,1778657040.287769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.291169,1778657040.291069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.294469,1778657040.294369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.297769,1778657040.297669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.301069,1778657040.300969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.304369,1778657040.304269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.307669,1778657040.307569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.310969,1778657040.310869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.314269,1778657040.314169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.317569,1778657040.317469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.320869,1778657040.320769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.324169,1778657040.324069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.327469,1778657040.327369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.330769,1778657040.330669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.334069,1778657040.333969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.337369,1778657040.337269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.340669,1778657040.340569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.343969,1778657040.343869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.347269,1778657040.347169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.350569,1778657040.350469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.353869,1778657040.353769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.357169,1778657040.357069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.360469,1778657040.360369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.363769,1778657040.363669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.367069,1778657040.366969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.370369,1778657040.370269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.373669,1778657040.373569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.376969,1778657040.376869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.380269,1778657040.380169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.383569,1778657040.383469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.386869,1778657040.386769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.390169,1778657040.390069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.393469,1778657040.393369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.396769,1778657040.396669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.400069,1778657040.399969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.403369,1778657040.403269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.406669,1778657040.406569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.409969,1778657040.409869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.413269,1778657040.413169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.416569,1778657040.416469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.419869,1778657040.419769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.423169,1778657040.423069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.426469,1778657040.426369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.429769,1778657040.429669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.433069,1778657040.432969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.436369,1778657040.436269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.439669,1778657040.439569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.442969,1778657040.442869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.446269,1778657040.446169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.449569,1778657040.449469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.452869,1778657040.452769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.456169,1778657040.456069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.459469,1778657040.459369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.462769,1778657040.462669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.466069,1778657040.465969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.469369,1778657040.469269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.472669,1778657040.472569,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.475969,1778657040.475869,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.479269,1778657040.479169,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.482569,1778657040.482469,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.485869,1778657040.485769,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.489169,1778657040.489069,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.492469,1778657040.492369,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.495769,1778657040.495669,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.499069,1778657040.498969,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.502369,1778657040.502269,0.9999,304.03,304
Distributed DoS (DDoS),192.168.56.63,Multiple (304 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.505669,1778657040.505569,0.9999,304.03,304
